X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,DIVISION,ObjectId
-8831241.25821339,5435738.32313339,5371156,1043405,2008,2008/06/14 04:00:00+00,5,3440 PHARMACY AVE,,,Minor Arterial,Scarborough,22,43.807745,-79.33239,Mid-Block,,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,25 to 29,Fatal,23,East,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,Yes,,,,116,Steeles,116,Steeles (116),D42,1770
-8842985.46449208,5416830.837428,5045974,1136012,2009,2009/10/20 04:00:00+00,1850,OAKWOOD AVE,EARLSDALE AVE,,Minor Arterial,Toronto and East York,9,43.685045,-79.43789,Mid-Block,,No Control,Clear,Dusk,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,,West,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,,,,,,107,Oakwood Village,107,Oakwood Village (107),D13,1771
-8831241.25821339,5435738.32313339,5371157,1043405,2008,2008/06/14 04:00:00+00,5,3440 PHARMACY AVE,,,Minor Arterial,Scarborough,22,43.807745,-79.33239,Mid-Block,,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,25 to 29,Fatal,24,East,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,Yes,,,,116,Steeles,116,Steeles (116),D42,1772
-8828925.81280489,5418154.79460024,5420531,1064977,2008,2008/10/17 04:00:00+00,1755,LUMSDEN AVE,GLEDHILL AVE,,Minor Arterial,Toronto and East York,19,43.693645,-79.31159,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,80 to 84,None,,West,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Had Been Drinking,,,,,,,Yes,,Yes,,,,,,,Yes,,,,60,Woodbine-Lumsden,60,Woodbine-Lumsden (60),D55,1773
-8845022.6111736,5421249.90025887,5219334,1095501,2009,2009/03/20 04:00:00+00,852,LAWRENCE AVE W,GOOD SHEPHERD CRT,,Major Arterial,North York,8,43.713745,-79.45619,Mid-Block,,No Control,Clear,Daylight,Other,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),D13,1774
-8837274.77461438,5411567.67572055,5807577,1107544,2009,2009/06/02 04:00:00+00,2013,QUEEN St W,UNIVERSITY Ave,,Major Arterial,Toronto and East York,10,43.650845,-79.38659,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,,,Other,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,,,,Yes,,Yes,Yes,,,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),D52,1775
-8851557.06528316,5422574.49141588,5308163,1014167,2008,2008/01/11 05:00:00+00,820,LONEY AVE,DALLNER RD,,Local,Etobicoke York,7,43.722345,-79.51489,Intersection,At Intersection,Stop Sign,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,80 to 84,Major,,East,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Inattentive,,,,Yes,,Yes,,,,,,,Yes,,,,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),D31,1776
-8829437.88246254,5434211.34162582,5394193,1053672,2008,2008/08/17 04:00:00+00,2125,WARDEN Aven,FINCH Aven E,,Major Arterial,Scarborough,22,43.797845,-79.31619,Mid-Block,,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,36,East,Other,Going Ahead,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control","Ability Impaired, Alcohol",,,,Yes,,Yes,,,,,,,,,,,148,East L'Amoreaux,117,L'Amoreaux (117),D42,1777
-8837742.31647571,5414999.16316521,5404215,1057950,2008,2008/08/19 04:00:00+00,1220,BAY ST,DAVENPORT RD,,Major Arterial,Toronto and East York,11,43.673145,-79.39079,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Truck Driver,55 to 59,None,,North,Truck - Open,Going Ahead,Failed to Yield Right of Way,Inattentive,,,,,,,Yes,,,,Yes,,,,,Yes,,,,95,Annex,95,Annex (95),D53,1778
-8837742.31647571,5414999.16316521,5404216,1057950,2008,2008/08/19 04:00:00+00,1220,BAY ST,DAVENPORT RD,,Major Arterial,Toronto and East York,11,43.673145,-79.39079,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,85 to 89,Major,,East,Other,,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown,,,,Yes,,,,Yes,,,,,Yes,,,,95,Annex,95,Annex (95),D53,1779
-8835371.21132182,5412136.93747071,5397016,1054857,2008,2008/08/23 04:00:00+00,2123,QUEEN ST E,SHERBOURNE ST,,Major Arterial,Toronto and East York,13,43.654545,-79.36949,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,,North,Other,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown,,,,Yes,,Yes,,,,,,Yes,Yes,,,,73,Moss Park,73,Moss Park (73),D51,1780
-8835371.21132182,5412136.93747071,5397017,1054857,2008,2008/08/23 04:00:00+00,2123,QUEEN ST E,SHERBOURNE ST,,Major Arterial,Toronto and East York,13,43.654545,-79.36949,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,None,,West,"Automobile, Station Wagon",Unknown,Exceeding Speed Limit,Unknown,,,,,,,Yes,,Yes,,,,,,Yes,Yes,,,,73,Moss Park,73,Moss Park (73),D51,1781
-8846113.54218337,5424469.29531046,5397761,1055195,2008,2008/08/26 04:00:00+00,1111,PLEWES RD,ANCASTER RD,,Collector,North York,6,43.734645,-79.46599,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,Yes,,,,,,,,,,,155,Downsview,26,Downsview-Roding-CFB (26),D32,1782
-8831753.32787104,5433548.18604322,5310785,1015680,2008,2008/01/11 05:00:00+00,944,FINCH AVE E,CHEROKEE BLVD,,Major Arterial,North York,17,43.793545,-79.33699,Intersection,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,70 to 74,None,,South,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,46,Pleasant View,46,Pleasant View (46),D33,1783
-8846113.54218337,5424469.29531046,5397762,1055195,2008,2008/08/26 04:00:00+00,1111,PLEWES RD,ANCASTER RD,,Collector,North York,6,43.734645,-79.46599,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,65 to 69,None,,East,"Automobile, Station Wagon",Reversing,Other,Unknown,,,,,,,Yes,,Yes,,,,,,,,,,,155,Downsview,26,Downsview-Roding-CFB (26),D32,1784
-8846113.54218337,5424469.29531046,5397763,1055195,2008,2008/08/26 04:00:00+00,1111,PLEWES RD,ANCASTER RD,,Collector,North York,6,43.734645,-79.46599,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,37,South,Other,,,,Vehicle is reversing and hits pedestrian,Other,Unknown,,,,Yes,,Yes,,,,,,,,,,,155,Downsview,26,Downsview-Roding-CFB (26),D32,1785
-8828580.72238343,5425100.98309127,5406153,1058699,2008,2008/08/27 04:00:00+00,1354,VICTORIA PARK Aven,SLOANE Aven,,Major Arterial,North York,1621,43.738745,-79.30849,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Motorcycle Driver,45 to 49,Major,,South,Motorcycle,Going Ahead,Lost control,Normal,,,,,,,Yes,,,Yes,,,,,,,,,,43,Victoria Village,43,Victoria Village (43),D33,1786
-8828580.72238343,5425100.98309127,5406154,1058699,2008,2008/08/27 04:00:00+00,1354,VICTORIA PARK Aven,SLOANE Aven,,Major Arterial,North York,1621,43.738745,-79.30849,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,None,,,Other,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown,,,,Yes,,,Yes,,,,,,,,,,43,Victoria Village,43,Victoria Village (43),D33,1787
-8829615.99364781,5430926.8752665,5398248,1055418,2008,2008/08/28 04:00:00+00,2022,SHEPPARD AVE E,PHARMACY AVE,,Major Arterial,Scarborough,22,43.776545,-79.31779,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,None,,West,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Normal,,,,,,,Yes,,Yes,,,,,,,Yes,,,,147,L'Amoreaux West,117,L'Amoreaux (117),D42,1788
-8831753.32787104,5433548.18604322,5310786,1015680,2008,2008/01/11 05:00:00+00,944,FINCH AVE E,CHEROKEE BLVD,,Major Arterial,North York,17,43.793545,-79.33699,Intersection,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,,North,Other,,,,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Normal,,,,Yes,,Yes,,,,,,,,,,,46,Pleasant View,46,Pleasant View (46),D33,1789
-8854740.80271985,5427813.10994782,5040682,1132127,2009,2009/10/21 04:00:00+00,1255,WESTON RD,FENMAR DR,,Major Arterial,Etobicoke York,7,43.756345,-79.54349,Mid-Block,At Intersection,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Other,unknown,None,,South,Other,Parked,,,,,,,,,Yes,,,,Yes,,,,,,,,,21,Humber Summit,21,Humber Summit (21),D31,1790
-8842328.6794964,5423560.35707972,5370469,1043101,2008,2008/06/14 04:00:00+00,1813,BATHURST ST,SULTANA AVE,,Major Arterial,North York,8,43.728745,-79.43199,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,75 to 79,Major,,South,"Automobile, Station Wagon",Changing Lanes,Improper Lane Change,Normal,,,,,,,Yes,,Yes,,,Yes,,,,,,,,32,Englemount-Lawrence,32,Englemount-Lawrence (32),D32,1791
-8828925.81280489,5418154.79460024,5420532,1064977,2008,2008/10/17 04:00:00+00,1755,LUMSDEN AVE,GLEDHILL AVE,,Minor Arterial,Toronto and East York,19,43.693645,-79.31159,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,46,South,Other,,,,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Normal,,,,Yes,,Yes,,,,,,,Yes,,,,60,Woodbine-Lumsden,60,Woodbine-Lumsden (60),D55,1792
-8845022.6111736,5421249.90025887,5219335,1095501,2009,2009/03/20 04:00:00+00,852,LAWRENCE AVE W,GOOD SHEPHERD CRT,,Major Arterial,North York,8,43.713745,-79.45619,Mid-Block,,No Control,Clear,Daylight,Other,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,,South,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,,,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),D13,1793
-8845189.59040979,5411167.6749302,5862099,1108205,2009,2009/06/04 04:00:00+00,2128,PARKSIDE DR,CONSTANCE ST,,Major Arterial,Toronto and East York,4,43.648245,-79.45769,Intersection,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,5 to 9,Minimal,,,Other,,,,,,,,,,Yes,,Yes,,,,,Yes,,,,,,87,High Park-Swansea,87,High Park-Swansea (87),D11,1794
-8845189.59040979,5411167.6749302,5862100,1108205,2009,2009/06/04 04:00:00+00,2128,PARKSIDE DR,CONSTANCE ST,,Major Arterial,Toronto and East York,4,43.648245,-79.45769,Intersection,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,Minimal,,North,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,Yes,,,,,,87,High Park-Swansea,87,High Park-Swansea (87),D11,1795
-8845189.59040979,5411167.6749302,5862101,1108205,2009,2009/06/04 04:00:00+00,2128,PARKSIDE DR,CONSTANCE ST,,Major Arterial,Toronto and East York,4,43.648245,-79.45769,Intersection,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,30 to 34,Minimal,,,Other,,,,,,,,,,Yes,,Yes,,,,,Yes,,,,,,87,High Park-Swansea,87,High Park-Swansea (87),D11,1796
-8845189.59040979,5411167.6749302,5862102,1108205,2009,2009/06/04 04:00:00+00,2128,PARKSIDE DR,CONSTANCE ST,,Major Arterial,Toronto and East York,4,43.648245,-79.45769,Intersection,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,,South,"Automobile, Station Wagon",Turning Left,Lost control,Normal,,,,,,,Yes,,Yes,,,,,Yes,,,,,,87,High Park-Swansea,87,High Park-Swansea (87),D11,1797
-8845189.59040979,5411167.6749302,5862103,1108205,2009,2009/06/04 04:00:00+00,2128,PARKSIDE DR,CONSTANCE ST,,Major Arterial,Toronto and East York,4,43.648245,-79.45769,Intersection,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,,Unknown,Other,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,,,,Yes,,,,,,87,High Park-Swansea,87,High Park-Swansea (87),D11,1798
-8829615.99364781,5430926.8752665,5398249,1055418,2008,2008/08/28 04:00:00+00,2022,SHEPPARD AVE E,PHARMACY AVE,,Major Arterial,Scarborough,22,43.776545,-79.31779,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,85 to 89,Major,,North,Other,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,,,,Yes,,Yes,,,,,,,Yes,,,,147,L'Amoreaux West,117,L'Amoreaux (117),D42,1799
-8838054.01104994,5433347.70653987,5250037,1109235,2009,2009/06/09 04:00:00+00,1613,CUMMER Aven,BAYVIEW Aven,,Major Arterial,North York,1817,43.792245,-79.39359,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,,North,Other,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,,,,Yes,,Yes,,,,,,,,,,,50,Newtonbrook East,50,Newtonbrook East (50),D32,1800
-8861419.97216744,5422081.59807802,5219605,1095631,2009,2009/03/21 04:00:00+00,2100,REXDALE BLVD,QUEENS PLATE DR,,Major Arterial,Etobicoke York,1,43.719145,-79.60349,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,80 to 84,None,,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,1801
-8847950.31378146,5423529.54718331,5420533,1064978,2008,2008/10/17 04:00:00+00,1956,KEELE ST,VICTORY DR,,Major Arterial,North York,6,43.728545,-79.48249,Intersection,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,,,Other,,,,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,,,155,Downsview,26,Downsview-Roding-CFB (26),D31,1802
-8842328.6794964,5423560.35707972,5370470,1043101,2008,2008/06/14 04:00:00+00,1813,BATHURST ST,SULTANA AVE,,Major Arterial,North York,8,43.728745,-79.43199,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,Yes,,,Yes,,,,,,,,32,Englemount-Lawrence,32,Englemount-Lawrence (32),D32,1803
-8820487.79540276,5434041.69263209,5310861,1015704,2008,2008/01/11 05:00:00+00,1840,MALVERN ST,MAMMOTH HALL TRL,,Collector,Scarborough,23,43.796745,-79.23579,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,Yes,,,,,,,Yes,,,,145,Malvern West,132,Malvern (132),D42,1804
-8854740.80271985,5427813.10994782,5040683,1132127,2009,2009/10/21 04:00:00+00,1255,WESTON RD,FENMAR DR,,Major Arterial,Etobicoke York,7,43.756345,-79.54349,Mid-Block,At Intersection,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,,,Yes,,,,,,,,,21,Humber Summit,21,Humber Summit (21),D31,1805
-8820487.79540276,5434041.69263209,5310862,1015704,2008,2008/01/11 05:00:00+00,1840,MALVERN ST,MAMMOTH HALL TRL,,Collector,Scarborough,23,43.796745,-79.23579,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,,,,,,,Yes,,Yes,,,,,,,Yes,,,,145,Malvern West,132,Malvern (132),D42,1806
-8854740.80271985,5427813.10994782,5040684,1132127,2009,2009/10/21 04:00:00+00,1255,WESTON RD,FENMAR DR,,Major Arterial,Etobicoke York,7,43.756345,-79.54349,Mid-Block,At Intersection,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Truck Driver,20 to 24,None,,South,Truck - Open,Slowing or Stopping,Other,Normal,,,,,,,Yes,,,,Yes,,,,,,,,,21,Humber Summit,21,Humber Summit (21),D31,1807
-8820487.79540276,5434041.69263209,5310863,1015704,2008,2008/01/11 05:00:00+00,1840,MALVERN ST,MAMMOTH HALL TRL,,Collector,Scarborough,23,43.796745,-79.23579,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,,East,Other,,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,145,Malvern West,132,Malvern (132),D42,1808
-8842328.6794964,5423560.35707972,5370471,1043101,2008,2008/06/14 04:00:00+00,1813,BATHURST ST,SULTANA AVE,,Major Arterial,North York,8,43.728745,-79.43199,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,Yes,,,Yes,,,,,,,,32,Englemount-Lawrence,32,Englemount-Lawrence (32),D32,1809
-8847950.31378146,5423529.54718331,5420534,1064978,2008,2008/10/17 04:00:00+00,1956,KEELE ST,VICTORY DR,,Major Arterial,North York,6,43.728545,-79.48249,Intersection,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,155,Downsview,26,Downsview-Roding-CFB (26),D31,1810
-8861419.97216744,5422081.59807802,5219606,1095631,2009,2009/03/21 04:00:00+00,2100,REXDALE BLVD,QUEENS PLATE DR,,Major Arterial,Etobicoke York,1,43.719145,-79.60349,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,,North,Other,,,,Pedestrian hit at mid-block,Crossing without right of way,Normal,,,,Yes,,Yes,,,,,,,,,,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,1811
-8838054.01104994,5433347.70653987,5250038,1109235,2009,2009/06/09 04:00:00+00,1613,CUMMER Aven,BAYVIEW Aven,,Major Arterial,North York,1817,43.792245,-79.39359,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,Yes,,,,,,,,,,,50,Newtonbrook East,50,Newtonbrook East (50),D32,1812
-8845178.45846071,5415245.41755942,5413936,1062115,2008,2008/09/02 04:00:00+00,920,ST CLAIR AVE W,LAUGHTON AVE,,Major Arterial,Toronto and East York,9,43.674745,-79.45759,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,Yes,,,,,,,Yes,,,,91,Weston-Pelham Park,91,Weston-Pellam Park (91),D12,1813
-8838054.01104994,5433347.70653987,5250039,1109235,2009,2009/06/09 04:00:00+00,1613,CUMMER Aven,BAYVIEW Aven,,Major Arterial,North York,1817,43.792245,-79.39359,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,50,Newtonbrook East,50,Newtonbrook East (50),D32,1814
-8845178.45846071,5415245.41755942,5413937,1062115,2008,2008/09/02 04:00:00+00,920,ST CLAIR AVE W,LAUGHTON AVE,,Major Arterial,Toronto and East York,9,43.674745,-79.45759,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,,,,,,,Yes,,Yes,,,,,,,Yes,,,,91,Weston-Pelham Park,91,Weston-Pellam Park (91),D12,1815
-8854740.80271985,5427813.10994782,5040685,1132127,2009,2009/10/21 04:00:00+00,1255,WESTON RD,FENMAR DR,,Major Arterial,Etobicoke York,7,43.756345,-79.54349,Mid-Block,At Intersection,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,35,Unknown,Other,,,,Other / Undefined,Pushing/Working on Vehicle,Unknown,,,,Yes,,,,Yes,,,,,,,,,21,Humber Summit,21,Humber Summit (21),D31,1816
-8842217.3600056,5419109.39313423,5248953,1108724,2009,2009/06/10 04:00:00+00,1546,EGLINTON AVE W,OLD PARK RD,,Major Arterial,North York,812,43.699845,-79.43099,Intersection,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,Yes,,,,,,,,,,,102,Forest Hill North,102,Forest Hill North (102),D13,1817
-8845178.45846071,5415245.41755942,5413938,1062115,2008,2008/09/02 04:00:00+00,920,ST CLAIR AVE W,LAUGHTON AVE,,Major Arterial,Toronto and East York,9,43.674745,-79.45759,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,0 to 4,None,,,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,91,Weston-Pelham Park,91,Weston-Pellam Park (91),D12,1818
-8842328.6794964,5423560.35707972,5370472,1043101,2008,2008/06/14 04:00:00+00,1813,BATHURST ST,SULTANA AVE,,Major Arterial,North York,8,43.728745,-79.43199,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,,South,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,Yes,,,,,,,,32,Englemount-Lawrence,32,Englemount-Lawrence (32),D32,1819
-8840380.58840752,5434427.26304394,5420711,1065056,2008,2008/10/18 04:00:00+00,915,STEELES AVE E,WILLOWDALE AVE,,Major Arterial,North York,18,43.799245,-79.41449,Intersection,,Traffic Signal,Clear,Daylight,Other,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,Yes,,,,,,,Yes,,,,50,Newtonbrook East,NSA,NSA,D32,1820
-8837797.97622111,5410429.25741907,5792279,1096330,2009,2009/03/25 04:00:00+00,2128,FRONT ST W,BLUE JAYS WAY,,Minor Arterial,Toronto and East York,10,43.643445,-79.39129,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,,,Yes,,,,,Yes,,,,164,Wellington Place,77,Waterfront Communities-The Island (77),D52,1821
-8846781.45912813,5416369.03655794,5309025,1014871,2008,2008/01/15 05:00:00+00,652,ROGERS RD,BICKNELL AVE,,Minor Arterial,Etobicoke York,5,43.682045,-79.47199,Mid-Block,At Intersection,No Control,Snow,"Dusk, artificial",Slush,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,,South,"Automobile, Station Wagon",Turning Right,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),D12,1822
-8845178.45846071,5415245.41755942,5413939,1062115,2008,2008/09/02 04:00:00+00,920,ST CLAIR AVE W,LAUGHTON AVE,,Major Arterial,Toronto and East York,9,43.674745,-79.45759,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,,,Other,Unknown,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,91,Weston-Pelham Park,91,Weston-Pellam Park (91),D12,1823
-8840380.58840752,5434427.26304394,5420712,1065056,2008,2008/10/18 04:00:00+00,915,STEELES AVE E,WILLOWDALE AVE,,Major Arterial,North York,18,43.799245,-79.41449,Intersection,,Traffic Signal,Clear,Daylight,Other,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,,,,,,,Yes,,Yes,,,,,,,Yes,,,,50,Newtonbrook East,NSA,NSA,D32,1824
